#cachesize,recordcount,fieldcount,fieldlength,operationcount,threads,binding,workload,integrity,distribution,readonly,preload,memory,oop,filesystem,heapsize,hinitoccper,n_run,operation,value
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,read_ops,17997527
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,read_lat,5336.333026643049
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,init,1663991807
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,load_gc_count,24
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,cleanup,552472575
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,insert_ops,1000000
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,insert_lat,67921.794246
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,update_ops,18002473
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r5,update_lat,7617.718482010777
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,runtime,54980
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,throughput,672971.989814478
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,total_gc_time_%,31.365951255001818
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,load,14839316479
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,used_mem_mb_min,64
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,used_mem_mb_max,5348
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,main_gc_count,89
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,main_gc_time_ms,15246
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,transaction,38385221631
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,load_gc_time_ms,1979
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,read_ops,17995633
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,read_lat,5596.658116610846
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,init,1663746047
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,load_gc_count,25
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,cleanup,998436863
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,insert_ops,1000000
1,1000000,10,100,36000000,12,infinispan-jnvm,workloada_run,true,zipfian,false,,default,default,none,20GB,40,r6,insert_lat,68228.581002
